Runs,L,G,alpha,w_MEA,y_CO2,Tl,Tv,P,Beds,CO2 CAP%,Results
1,1.89,0.6308,0.141,0.302,0.1019,315.39,319.22,109180.0,1.0,91.55,"Solved? True, with 03 obj function evaluations"
